COOLING DEGREE DAY TOTALS BY MONTH, MISSING=-9999
STDV YEAR    JAN   FEB   MAR   APR   MAY   JUN   JUL   AUG   SEP   OCT   NOV   DEC   ANNL
5802 1970      0     0     0     0    32   106   250   243   102    10     0     0    742
5802 1971      0     0     0     0     8   148   220   183   111    25     0     0    694
5802 1972      0     0     0     0    20    55   250   184    74     0     0     0    584
5802 1973      0     0     1     0     7   170   263   270    74     9     0     0    794
5802 1974      0     0     0     0    12    74   237   217    45     0     0     0    585
5802 1975      0     0     0     0    48   118   250   221    25    12     0     0    674
5802 1976      0     0     0     0    11   169   180   170    40     0     0     0    569
5802 1977      0     0     0     0    41    76   265   202    71     0     0     0    655
5802 1978      0     0     0     0    11   102   187   240    42     0     0     0    583
5802 1979      0     0     0     0    25    70   216   189    55     1     0     0    556
5802 1980      0     0     0     0    33    70   273   288    96     0     0     0    760
5802 1981      0     0     0     0    21   131   259   175    42     0     0     0    628
5802 1982      0     0     0     0    34    58   240   129    47     4     0     0    511
5802 1983      0     0     0     0     8   127   290   251    85     4     0     0    767
5802 1984      0     0     0     0     9   149   184   234    29    17     0     0    622
5802 1985      0     0     0     0    33    65   222   189    80     8     0     0    597
5802 1986      0     0     0     0    45   115   246   152    50     5     0     0    614
5802 1987      0     0     0     0    25   156   295   167    55     0     0     0    698
5802 1988      0     0     0     0    20   104   316   277    35     0     0     0    752
5802 1989      0     0     0     0    13   143   223   183    62     5     0     0    630
5802 1990      0     0     0     0     9   115   240   199    45    15     0     0    624
5802 1991      0     0     0     0    80   164   269   253    48     6     0     0    820
5802 1992      0     0     0     0    10    69   184   128    48     0     0     0    439
5802 1993      0     0     0     0    29   119   303   234    51     0     0     0    735
5802 1994      0     0     0     0     8   180   316   146    45     1     0     0    697
5802 1995      0     0     0     0    12   130   301   265    52    13     0     0    774
5802 1996      0     0     0     0    10   141   180   196    66     1     0     0    595
5802 1997      0     0     0     0     5   105   233   168    49     3     0     0    563
5802 1998      0     0     0     0    53   103   248   249   102     5     0     0    760
5802 1999      0     0     0     0    26   162   365   216    84     2     0     0    854
5802 2000      0     0     0     0    28   127   149   162    47     4     0     0    518
5803 1931      0     0     0     0    23   193   348   218   155    20     0     0    957
5803 1932      2     0     0     1    48   178   265   220    56     7     0     0    777
5803 1933      1     0     0     0    58   287   294   184   141     4     0     0    969
5803 1934      0     0     0     0    93   289   375   200    71    11     0     0   1038
5803 1935      0     0     4     0    13    87   344   233    55     7     0     0    742
5803 1936      0     0     1     0    85   135   384   316   112     6     0     0   1040
5803 1937      0     0     0     0    42   131   253   296    46     2     0     0    770
5803 1938      0     0     4     1    41   118   260   281    67    18     0     0    790
5803 1939      0     0     1     0    72   191   253   211   135    13     0     0    875
5803 1940      0     0     0     0    21   157   269   214    48    16     0     0    724
5803 1941      0     0     0     6    76   167   278   214   112    18     0     0    870
5803 1942      0     0     1     4    49   160   264   181    44     9     0     0    713
5803 1943      0     0     0     0    33   232   273   233    29     5     0     0    804
5803 1944      0     0     0     0    99   223   258   251    72     7     0     0    910
5803 1945      0     0    12     1    13    89   188   193    74     4     0     0    574
5803 1946      0     0    12     1    24   132   247   123    70    22     0     0    632
5803 1947      0     0     0     0    18   100   167   388    84    50     0     0    807
5803 1948      0     0     1     5    25   131   262   213    95     3     0     0    734
5803 1949      0     0     0     0    57   229   343   230    18    23     0     0    900
5803 1950      2     0     0     0    49   127   173   136    47    24     0     0    557
5803 1951      0     0     0     0    58   118   216   157    38    14     0     0    601
5803 1952      0     0     0     0    34   245   320   189    62     0     0     0    851
5803 1953      0     0     0     0    58   223   273   240    77    21     0     0    893
5803 1954      0     0     0     7    17   222   261   192   102    12     0     0    813
5803 1955      0     0     0    10    65   102   391   320    91    11     0     0    992
5803 1956      0     0     0     0    43   182   203   205    43    29     0     0    706
5803 1957      0     0     0     1    38   160   261   195    51     3     0     0    711
5803 1958      0     0     0     1    41    72   212   197    63    12     0     0    597
5803 1959      0     0     0     1    93   176   242   324   104     6     0     0    946
5803 1960      0     0     0     3    26   112   187   229   114     9     0     0    678
5803 1961      0     0     1     0    16   119   226   206   119    13     0     0    701
5803 1962      0     0     0     0   117   153   178   199    33    15     0     0    696
5803 1963      0     0     1     2    27   167   234   136    50    52     0     0    669
5803 1964      0     0     0     2    86   169   269   155    61     3     0     0    744
5803 1965      0     0     0     1    99   130   184   154    71     6     0     0    646
5803 1966      0     0     0     0    15   160   311   160    37     3     0     0    685
5803 1967      0     0     1     2    14   182   167   112    30     5     0     0    514
5803 1968      0     0     0     1    20   153   220   226    68    10     0     0    699
5803 1969      0     0     0     1    42    89   246   218    58     5     0     0    659
5803 1970      0     0     0     1    69   143   249   214    93    12     0     0    780
5803 1971      0     0     0     0    22   232   177   157   109    41     0     0    738
5803 1972      0     0     0     0    56    81   214   183    70     1     0     0    606
5803 1973      0     0     5     0    20   189   258   241    85    23     0     0    822
5803 1974      0     0     1     2    28    90   265   182    21     5     0     0    593
5803 1975      0     0     0     0    80   162   232   243    20    11     0     0    749
5803 1976      0     0     4     1    20   164   228   137    33     0     0     0    587
5803 1977      0     0     2     6   121   108   304   160    77     2     0     0    781
5803 1978      0     0     0     1    33   143   208   197   116     3     0     0    701
5803 1979      0     0     0     0    32   137   188   162    59     5     0     0    584
5803 1980      0     0     0     0    50   100   285   269    74     1     0     0    779
5803 1981      0     0     0     5    20   161   225   176    38     2     0     0    627
5803 1982      0     0     0     0   105    70   248   135    42    10     0     0    610
5803 1983      0     0     0     0    18   152   339   311    71     8     0     0    900
5803 1984      0     0     0     0    20   200   184   233    38    19     0     0    694
5803 1985      0     0     1     7    65    90   218   148    73    12     0     0    614
5803 1986      0     0     1     4    57   144   287   131    93     9     0     0    726
5803 1987      0     0     1     0    92   211   310   204    66     0     0     0    884
5803 1988      0     0     0     0    60   185   326   308    62     0     0     0    942
5803 1989      0     0     0     0    24   129   254   176    37     8     0     0    627
5803 1990      0     0     2     0    20   140   207   173    70     6     0     0    618
5803 1991      0     0     1     4   125   221   280   232    54    11     0     0    926
5803 1992      0     0     1     0    31    82   168   100    40     4     0     0    425
5803 1993      0     0     0     0    47   116   279   241    24     2     0     0    710
5803 1994      0     0     0     1    25   186   224   132    59    10     0     0    638
5803 1995      0     0     1     0    30   185   284   349    32    10     0     0    892
5803 1996      0     0     0     0    28   149   165   206    46     7     0     0    601
5803 1997      0     0     1     0    10   134   221   127    50     6     0     0    549
5803 1998      0     0     0     0   103   145   237   238   121    11     0     0    854
5803 1999      0     0     0     2    64   179   354   160    59     5     0     0    824
5803 2000      0     0     2     0    66   138   170   184    52    15     0     0    628
5804 1931      0     0     0     4    29   290   375   237   214    31     1     0   1180
5804 1932      0     0     0     8    74   224   351   275    73     7     0     0   1012
5804 1933      2     0     2     3    63   356   366   225   180     9     0     0   1207
5804 1934      0     0     0     6   153   332   479   322    50    28     0     0   1371
5804 1935      0     0     9     0    20   112   435   289    86     9     0     0    961
5804 1936      0     0     6     1   116   222   541   434   153     8     0     0   1482
5804 1937      0     0     0     2    75   182   347   402   107     8     0     0   1123
5804 1938      0     0    13     5    51   174   345   365   129    51     0     0   1133
5804 1939      0     0     3     2   114   207   375   240   180    24     0     0   1145
5804 1940      0     0     1     2    42   193   350   225   110    41     0     0    965
5804 1941      0     0     0    12   117   186   335   309   121    22     0     0   1102
5804 1942      0     0     3    13    45   168   304   237    63    13     0     0    844
5804 1943      0     0     0     7    37   219   345   325    56     8     0     0    996
5804 1944      0     0     0     1    99   225   271   249    88    17     0     0    949
5804 1945      0     0    12     3    23    91   242   261    84    10     0     0    726
5804 1946      0     0    20    15    27   193   322   203    78    23     0     0    881
